alpha,attack,defense,source,cfg,seed,exp,epoch,test_acc,test_acc_pct,test_loss,path
0.5,FangAttack,TrimmedMean,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,44,2,199,0.535000,53.5000,0.026300,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_TrimmedMean_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp2.txt
0.5,MinMax,CARAT,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,42,0,199,0.546600,54.6600,0.025100,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_CARAT_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp0.txt
0.5,MinMax,CARAT,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,43,1,199,0.524400,52.4400,0.026700,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_CARAT_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp1.txt
0.5,MinMax,CARAT,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,44,2,199,0.538200,53.8200,0.025500,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_CARAT_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp2.txt
0.5,MinMax,FLDetector,legacy_public_baseline,FedAvg_CIFAR100_config,42,0,199,0.487800,48.7800,0.029500,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_FLDetector_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_config_exp0.txt
0.5,MinMax,FLDetector,legacy_public_baseline,FedAvg_CIFAR100_config,43,1,199,0.493300,49.3300,0.028900,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_FLDetector_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_config_exp1.txt
0.5,MinMax,FLDetector,legacy_public_baseline,FedAvg_CIFAR100_config,44,2,199,0.487200,48.7200,0.029200,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_FLDetector_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_config_exp2.txt
0.5,MinMax,FLDetector,legacy_public_baseline,FedAvg_CIFAR100_config,45,3,199,0.480700,48.0700,0.030000,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_FLDetector_200_20_0.05_FedAvg_adv0.2_seed45_alpha0.5_cfgFedAvg_CIFAR100_config_exp3.txt
0.5,MinMax,FLDetector,legacy_public_baseline,FedAvg_CIFAR100_config,46,4,199,0.493700,49.3700,0.029300,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_FLDetector_200_20_0.05_FedAvg_adv0.2_seed46_alpha0.5_cfgFedAvg_CIFAR100_config_exp4.txt
0.5,MinMax,FLTrust,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,42,0,199,0.394700,39.4700,0.036000,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_FLTrust_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp0.txt
0.5,MinMax,FLTrust,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,43,1,199,0.397900,39.7900,0.036200,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_FLTrust_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp1.txt
0.5,MinMax,FLTrust,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,44,2,199,0.392500,39.2500,0.036400,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_FLTrust_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp2.txt
0.5,MinMax,Mean,legacy_public_baseline,FedAvg_CIFAR100_config,42,0,199,0.486900,48.6900,0.029300,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_Mean_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_config_exp0.txt
0.5,MinMax,Mean,legacy_public_baseline,FedAvg_CIFAR100_config,43,1,199,0.488900,48.8900,0.029100,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_Mean_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_config_exp1.txt
0.5,MinMax,Mean,legacy_public_baseline,FedAvg_CIFAR100_config,44,2,199,0.490700,49.0700,0.029300,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_Mean_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_config_exp2.txt
0.5,MinMax,Mean,legacy_public_baseline,FedAvg_CIFAR100_config,45,3,199,0.484500,48.4500,0.029500,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_Mean_200_20_0.05_FedAvg_adv0.2_seed45_alpha0.5_cfgFedAvg_CIFAR100_config_exp3.txt
0.5,MinMax,Mean,legacy_public_baseline,FedAvg_CIFAR100_config,46,4,199,0.492800,49.2800,0.029200,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_Mean_200_20_0.05_FedAvg_adv0.2_seed46_alpha0.5_cfgFedAvg_CIFAR100_config_exp4.txt
0.5,MinMax,MultiKrum,legacy_public_baseline,FedAvg_CIFAR100_config,42,0,199,0.466800,46.6800,0.030500,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_MultiKrum_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_config_exp0.txt
0.5,MinMax,MultiKrum,legacy_public_baseline,FedAvg_CIFAR100_config,43,1,199,0.467200,46.7200,0.030500,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_MultiKrum_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_config_exp1.txt
0.5,MinMax,MultiKrum,legacy_public_baseline,FedAvg_CIFAR100_config,44,2,199,0.474400,47.4400,0.030100,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_MultiKrum_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_config_exp2.txt
0.5,MinMax,MultiKrum,legacy_public_baseline,FedAvg_CIFAR100_config,45,3,199,0.447400,44.7400,0.031700,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_MultiKrum_200_20_0.05_FedAvg_adv0.2_seed45_alpha0.5_cfgFedAvg_CIFAR100_config_exp3.txt
0.5,MinMax,MultiKrum,legacy_public_baseline,FedAvg_CIFAR100_config,46,4,199,0.473700,47.3700,0.030300,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_MultiKrum_200_20_0.05_FedAvg_adv0.2_seed46_alpha0.5_cfgFedAvg_CIFAR100_config_exp4.txt
0.5,MinMax,NormClipping,legacy_public_baseline,FedAvg_CIFAR100_config,42,0,199,0.233400,23.3400,0.049300,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_NormClipping_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_config_exp0.txt
0.5,MinMax,NormClipping,legacy_public_baseline,FedAvg_CIFAR100_config,43,1,199,0.239000,23.9000,0.049100,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_NormClipping_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_config_exp1.txt
0.5,MinMax,NormClipping,legacy_public_baseline,FedAvg_CIFAR100_config,44,2,199,0.232700,23.2700,0.049800,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_NormClipping_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_config_exp2.txt
0.5,MinMax,NormClipping,legacy_public_baseline,FedAvg_CIFAR100_config,45,3,199,0.229200,22.9200,0.050200,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_NormClipping_200_20_0.05_FedAvg_adv0.2_seed45_alpha0.5_cfgFedAvg_CIFAR100_config_exp3.txt
0.5,MinMax,NormClipping,legacy_public_baseline,FedAvg_CIFAR100_config,46,4,199,0.229500,22.9500,0.049900,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_NormClipping_200_20_0.05_FedAvg_adv0.2_seed46_alpha0.5_cfgFedAvg_CIFAR100_config_exp4.txt
0.5,MinMax,TrimmedMean,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,42,0,199,0.568900,56.8900,0.024200,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_TrimmedMean_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp0.txt
0.5,MinMax,TrimmedMean,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,43,1,199,0.558600,55.8600,0.024700,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_TrimmedMean_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp1.txt
0.5,MinMax,TrimmedMean,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,44,2,199,0.545600,54.5600,0.025400,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_TrimmedMean_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp2.txt
0.5,MinSum,CARAT,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,42,0,199,0.540300,54.0300,0.026000,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_CARAT_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp0.txt
0.5,MinSum,CARAT,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,43,1,199,0.538400,53.8400,0.026100,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_CARAT_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp1.txt
0.5,MinSum,CARAT,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,44,2,199,0.544200,54.4200,0.025400,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_CARAT_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp2.txt
0.5,MinSum,FLDetector,legacy_public_baseline,FedAvg_CIFAR100_config,42,0,199,0.494100,49.4100,0.028900,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_FLDetector_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_config_exp0.txt
0.5,MinSum,FLDetector,legacy_public_baseline,FedAvg_CIFAR100_config,43,1,199,0.492500,49.2500,0.029000,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_FLDetector_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_config_exp1.txt
0.5,MinSum,FLDetector,legacy_public_baseline,FedAvg_CIFAR100_config,44,2,199,0.495900,49.5900,0.028800,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_FLDetector_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_config_exp2.txt
0.5,MinSum,FLDetector,legacy_public_baseline,FedAvg_CIFAR100_config,45,3,199,0.478400,47.8400,0.029900,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_FLDetector_200_20_0.05_FedAvg_adv0.2_seed45_alpha0.5_cfgFedAvg_CIFAR100_config_exp3.txt
0.5,MinSum,FLDetector,legacy_public_baseline,FedAvg_CIFAR100_config,46,4,199,0.489500,48.9500,0.029500,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_FLDetector_200_20_0.05_FedAvg_adv0.2_seed46_alpha0.5_cfgFedAvg_CIFAR100_config_exp4.txt
0.5,MinSum,FLTrust,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,42,0,199,0.390700,39.0700,0.036200,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_FLTrust_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp0.txt
0.5,MinSum,FLTrust,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,43,1,199,0.396900,39.6900,0.036300,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_FLTrust_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp1.txt
0.5,MinSum,FLTrust,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,44,2,199,0.397200,39.7200,0.035900,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_FLTrust_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp2.txt
0.5,MinSum,Mean,legacy_public_baseline,FedAvg_CIFAR100_config,42,0,199,0.493000,49.3000,0.028900,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_Mean_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_config_exp0.txt
0.5,MinSum,Mean,legacy_public_baseline,FedAvg_CIFAR100_config,43,1,199,0.492900,49.2900,0.029100,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_Mean_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_config_exp1.txt
0.5,MinSum,Mean,legacy_public_baseline,FedAvg_CIFAR100_config,44,2,199,0.489500,48.9500,0.029200,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_Mean_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_config_exp2.txt
0.5,MinSum,Mean,legacy_public_baseline,FedAvg_CIFAR100_config,45,3,199,0.480200,48.0200,0.030000,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_Mean_200_20_0.05_FedAvg_adv0.2_seed45_alpha0.5_cfgFedAvg_CIFAR100_config_exp3.txt
0.5,MinSum,Mean,legacy_public_baseline,FedAvg_CIFAR100_config,46,4,199,0.488500,48.8500,0.029400,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_Mean_200_20_0.05_FedAvg_adv0.2_seed46_alpha0.5_cfgFedAvg_CIFAR100_config_exp4.txt
0.5,MinSum,MultiKrum,legacy_public_baseline,FedAvg_CIFAR100_config,42,0,199,0.464100,46.4100,0.030700,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_MultiKrum_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_config_exp0.txt
0.5,MinSum,MultiKrum,legacy_public_baseline,FedAvg_CIFAR100_config,43,1,199,0.471600,47.1600,0.030300,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_MultiKrum_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_config_exp1.txt
0.5,MinSum,MultiKrum,legacy_public_baseline,FedAvg_CIFAR100_config,44,2,199,0.465500,46.5500,0.030600,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_MultiKrum_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_config_exp2.txt
0.5,MinSum,MultiKrum,legacy_public_baseline,FedAvg_CIFAR100_config,45,3,199,0.451400,45.1400,0.031800,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_MultiKrum_200_20_0.05_FedAvg_adv0.2_seed45_alpha0.5_cfgFedAvg_CIFAR100_config_exp3.txt
0.5,MinSum,MultiKrum,legacy_public_baseline,FedAvg_CIFAR100_config,46,4,199,0.470000,47.0000,0.030500,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_MultiKrum_200_20_0.05_FedAvg_adv0.2_seed46_alpha0.5_cfgFedAvg_CIFAR100_config_exp4.txt
0.5,MinSum,NormClipping,legacy_public_baseline,FedAvg_CIFAR100_config,42,0,199,0.231900,23.1900,0.049400,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_NormClipping_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_config_exp0.txt
0.5,MinSum,NormClipping,legacy_public_baseline,FedAvg_CIFAR100_config,43,1,199,0.235700,23.5700,0.049400,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_NormClipping_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_config_exp1.txt
0.5,MinSum,NormClipping,legacy_public_baseline,FedAvg_CIFAR100_config,44,2,199,0.229700,22.9700,0.049800,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_NormClipping_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_config_exp2.txt
0.5,MinSum,NormClipping,legacy_public_baseline,FedAvg_CIFAR100_config,45,3,199,0.226000,22.6000,0.050200,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_NormClipping_200_20_0.05_FedAvg_adv0.2_seed45_alpha0.5_cfgFedAvg_CIFAR100_config_exp3.txt
0.5,MinSum,NormClipping,legacy_public_baseline,FedAvg_CIFAR100_config,46,4,199,0.222800,22.2800,0.050200,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_NormClipping_200_20_0.05_FedAvg_adv0.2_seed46_alpha0.5_cfgFedAvg_CIFAR100_config_exp4.txt
0.5,MinSum,TrimmedMean,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,42,0,199,0.571200,57.1200,0.024100,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_TrimmedMean_200_20_0.05_FedAvg_adv0.2_seed42_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp0.txt
0.5,MinSum,TrimmedMean,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,43,1,199,0.549500,54.9500,0.025300,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_TrimmedMean_200_20_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp1.txt
0.5,MinSum,TrimmedMean,final_locked_protocol,FedAvg_CIFAR100_Resnet18_protocol,44,2,199,0.554300,55.4300,0.024900,/home/cnlab-pu/Projects/Poisoning_Resilient_Federated_Learning_Playground/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_TrimmedMean_200_20_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_Resnet18_protocol_exp2.txt
