dataset,model,iid,attack,defense,algo,epochs_cfg,num_clients,lr,adv,alpha,seed,expid,max_epoch,drop_reason,cause,cause_detail,segment_file,source_out,source_err,segment_has_training_finished
CIFAR100,resnet18,iid,FangAttack,Mean,FedAvg,200,40,0.05,0.3,NA,43,1,186,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/iid/CIFAR100_resnet18_iid_FangAttack_Mean_200_40_0.05_FedAvg_adv0.3_seed43_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_84.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_84.err,False
CIFAR100,resnet18,iid,FangAttack,MultiKrum,FedAvg,200,40,0.05,0.3,NA,43,1,124,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/iid/CIFAR100_resnet18_iid_FangAttack_MultiKrum_200_40_0.05_FedAvg_adv0.3_seed43_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_88.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_88.err,False
CIFAR100,resnet18,iid,FangAttack,NormClipping,FedAvg,200,40,0.05,0.3,NA,43,1,193,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/iid/CIFAR100_resnet18_iid_FangAttack_NormClipping_200_40_0.05_FedAvg_adv0.3_seed43_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_89.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_89.err,False
CIFAR100,resnet18,iid,FangAttack,TriGuardFL,FedAvg,200,40,0.05,0.3,NA,43,1,141,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/iid/CIFAR100_resnet18_iid_FangAttack_TriGuardFL_200_40_0.05_FedAvg_adv0.3_seed43_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_85.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_85.err,False
CIFAR100,resnet18,iid,FangAttack,FLDetector,FedAvg,200,60,0.05,0.2,NA,43,1,163,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/iid/CIFAR100_resnet18_iid_FangAttack_FLDetector_200_60_0.05_FedAvg_adv0.2_seed43_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_146.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_146.err,False
CIFAR100,resnet18,iid,FangAttack,FLDetector,FedAvg,200,60,0.05,0.3,NA,42,0,125,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/iid/CIFAR100_resnet18_iid_FangAttack_FLDetector_200_60_0.05_FedAvg_adv0.3_seed42_cfgFedAvg_CIFAR100_config_exp0.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_176.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_176.err,False
CIFAR100,resnet18,iid,FangAttack,FLTrust,FedAvg,200,60,0.05,0.2,NA,44,2,61,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/iid/CIFAR100_resnet18_iid_FangAttack_FLTrust_200_60_0.05_FedAvg_adv0.2_seed44_cfgFedAvg_CIFAR100_config_exp2.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_147.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_147.err,False
CIFAR100,resnet18,iid,FangAttack,FLTrust,FedAvg,200,60,0.05,0.3,NA,42,0,143,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/iid/CIFAR100_resnet18_iid_FangAttack_FLTrust_200_60_0.05_FedAvg_adv0.3_seed42_cfgFedAvg_CIFAR100_config_exp0.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_177.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_177.err,False
CIFAR100,resnet18,iid,FangAttack,Mean,FedAvg,200,60,0.05,0.2,NA,43,1,197,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/iid/CIFAR100_resnet18_iid_FangAttack_Mean_200_60_0.05_FedAvg_adv0.2_seed43_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_144.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_144.err,False
CIFAR100,resnet18,iid,FangAttack,Mean,FedAvg,200,60,0.05,0.3,NA,42,0,144,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/iid/CIFAR100_resnet18_iid_FangAttack_Mean_200_60_0.05_FedAvg_adv0.3_seed42_cfgFedAvg_CIFAR100_config_exp0.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_174.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_174.err,False
CIFAR100,resnet18,iid,FangAttack,MultiKrum,FedAvg,200,60,0.05,0.2,NA,43,1,146,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/iid/CIFAR100_resnet18_iid_FangAttack_MultiKrum_200_60_0.05_FedAvg_adv0.2_seed43_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_148.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_148.err,False
CIFAR100,resnet18,iid,FangAttack,MultiKrum,FedAvg,200,60,0.05,0.3,NA,42,0,120,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/iid/CIFAR100_resnet18_iid_FangAttack_MultiKrum_200_60_0.05_FedAvg_adv0.3_seed42_cfgFedAvg_CIFAR100_config_exp0.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_178.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_178.err,False
CIFAR100,resnet18,iid,FangAttack,NormClipping,FedAvg,200,60,0.05,0.2,NA,43,1,164,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/iid/CIFAR100_resnet18_iid_FangAttack_NormClipping_200_60_0.05_FedAvg_adv0.2_seed43_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_149.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_149.err,False
CIFAR100,resnet18,iid,FangAttack,NormClipping,FedAvg,200,60,0.05,0.3,NA,42,0,145,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/iid/CIFAR100_resnet18_iid_FangAttack_NormClipping_200_60_0.05_FedAvg_adv0.3_seed42_cfgFedAvg_CIFAR100_config_exp0.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_179.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_179.err,False
CIFAR100,resnet18,iid,FangAttack,TriGuardFL,FedAvg,200,60,0.05,0.2,NA,43,1,154,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/iid/CIFAR100_resnet18_iid_FangAttack_TriGuardFL_200_60_0.05_FedAvg_adv0.2_seed43_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_145.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_145.err,False
CIFAR100,resnet18,iid,FangAttack,TriGuardFL,FedAvg,200,60,0.05,0.3,NA,42,0,125,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/iid/CIFAR100_resnet18_iid_FangAttack_TriGuardFL_200_60_0.05_FedAvg_adv0.3_seed42_cfgFedAvg_CIFAR100_config_exp0.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_175.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_175.err,False
CIFAR100,resnet18,iid,MinMax,NormClipping,FedAvg,200,60,0.05,0.1,NA,46,4,54,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/iid/CIFAR100_resnet18_iid_MinMax_NormClipping_200_60_0.05_FedAvg_adv0.1_seed46_cfgFedAvg_CIFAR100_config_exp4.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_101.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_101.err,False
CIFAR100,resnet18,non-iid,FangAttack,FLDetector,FedAvg,200,40,0.05,0.3,0.1,44,2,78,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_FLDetector_200_40_0.05_FedAvg_adv0.3_seed44_alpha0.1_cfgFedAvg_CIFAR100_config_exp2.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_266.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_266.err,False
CIFAR100,resnet18,non-iid,FangAttack,FLDetector,FedAvg,200,40,0.05,0.3,0.5,43,1,179,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_FLDetector_200_40_0.05_FedAvg_adv0.3_seed43_alpha0.5_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_446.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_446.err,False
CIFAR100,resnet18,non-iid,FangAttack,FLDetector,FedAvg,200,40,0.05,0.3,1,43,1,182,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_FLDetector_200_40_0.05_FedAvg_adv0.3_seed43_alpha1_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_626.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_626.err,False
CIFAR100,resnet18,non-iid,FangAttack,FLTrust,FedAvg,200,40,0.05,0.3,0.1,44,2,119,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_FLTrust_200_40_0.05_FedAvg_adv0.3_seed44_alpha0.1_cfgFedAvg_CIFAR100_config_exp2.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_267.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_267.err,False
CIFAR100,resnet18,non-iid,FangAttack,FLTrust,FedAvg,200,40,0.05,0.3,0.5,44,2,93,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_FLTrust_200_40_0.05_FedAvg_adv0.3_seed44_alpha0.5_cfgFedAvg_CIFAR100_config_exp2.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_447.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_447.err,False
CIFAR100,resnet18,non-iid,FangAttack,FLTrust,FedAvg,200,40,0.05,0.3,1,44,2,47,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_FLTrust_200_40_0.05_FedAvg_adv0.3_seed44_alpha1_cfgFedAvg_CIFAR100_config_exp2.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_627.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_627.err,False
CIFAR100,resnet18,non-iid,FangAttack,Mean,FedAvg,200,40,0.05,0.3,0.1,44,2,99,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_Mean_200_40_0.05_FedAvg_adv0.3_seed44_alpha0.1_cfgFedAvg_CIFAR100_config_exp2.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_264.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_264.err,False
CIFAR100,resnet18,non-iid,FangAttack,Mean,FedAvg,200,40,0.05,0.3,0.5,43,1,193,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_Mean_200_40_0.05_FedAvg_adv0.3_seed43_alpha0.5_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_444.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_444.err,False
CIFAR100,resnet18,non-iid,FangAttack,Mean,FedAvg,200,40,0.05,0.3,1,43,1,112,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_Mean_200_40_0.05_FedAvg_adv0.3_seed43_alpha1_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_624.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_624.err,False
CIFAR100,resnet18,non-iid,FangAttack,MultiKrum,FedAvg,200,40,0.05,0.2,1,46,4,153,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_MultiKrum_200_40_0.05_FedAvg_adv0.2_seed46_alpha1_cfgFedAvg_CIFAR100_config_exp4.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_598.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_598.err,False
CIFAR100,resnet18,non-iid,FangAttack,MultiKrum,FedAvg,200,40,0.05,0.3,0.1,43,1,192,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_MultiKrum_200_40_0.05_FedAvg_adv0.3_seed43_alpha0.1_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_268.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_268.err,False
CIFAR100,resnet18,non-iid,FangAttack,MultiKrum,FedAvg,200,40,0.05,0.3,0.5,43,1,156,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_MultiKrum_200_40_0.05_FedAvg_adv0.3_seed43_alpha0.5_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_448.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_448.err,False
CIFAR100,resnet18,non-iid,FangAttack,MultiKrum,FedAvg,200,40,0.05,0.3,1,43,1,138,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_MultiKrum_200_40_0.05_FedAvg_adv0.3_seed43_alpha1_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_628.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_628.err,False
CIFAR100,resnet18,non-iid,FangAttack,NormClipping,FedAvg,200,40,0.05,0.2,1,46,4,99,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_NormClipping_200_40_0.05_FedAvg_adv0.2_seed46_alpha1_cfgFedAvg_CIFAR100_config_exp4.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_599.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_599.err,False
CIFAR100,resnet18,non-iid,FangAttack,NormClipping,FedAvg,200,40,0.05,0.3,0.1,44,2,122,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_NormClipping_200_40_0.05_FedAvg_adv0.3_seed44_alpha0.1_cfgFedAvg_CIFAR100_config_exp2.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_269.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_269.err,False
CIFAR100,resnet18,non-iid,FangAttack,NormClipping,FedAvg,200,40,0.05,0.3,0.5,44,2,44,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_NormClipping_200_40_0.05_FedAvg_adv0.3_seed44_alpha0.5_cfgFedAvg_CIFAR100_config_exp2.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_449.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_449.err,False
CIFAR100,resnet18,non-iid,FangAttack,NormClipping,FedAvg,200,40,0.05,0.3,1,43,1,186,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_NormClipping_200_40_0.05_FedAvg_adv0.3_seed43_alpha1_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_629.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_629.err,False
CIFAR100,resnet18,non-iid,FangAttack,TriGuardFL,FedAvg,200,40,0.05,0.3,0.1,43,1,187,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_TriGuardFL_200_40_0.05_FedAvg_adv0.3_seed43_alpha0.1_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_265.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_265.err,False
CIFAR100,resnet18,non-iid,FangAttack,TriGuardFL,FedAvg,200,40,0.05,0.3,0.5,43,1,147,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_TriGuardFL_200_40_0.05_FedAvg_adv0.3_seed43_alpha0.5_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_445.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_445.err,False
CIFAR100,resnet18,non-iid,FangAttack,TriGuardFL,FedAvg,200,40,0.05,0.3,1,43,1,154,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_TriGuardFL_200_40_0.05_FedAvg_adv0.3_seed43_alpha1_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_625.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_625.err,False
CIFAR100,resnet18,non-iid,FangAttack,FLDetector,FedAvg,200,60,0.05,0.2,0.1,44,2,25,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_FLDetector_200_60_0.05_FedAvg_adv0.2_seed44_alpha0.1_cfgFedAvg_CIFAR100_config_exp2.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_326.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_326.err,False
CIFAR100,resnet18,non-iid,FangAttack,FLDetector,FedAvg,200,60,0.05,0.2,0.5,43,1,173,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_FLDetector_200_60_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_506.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_506.err,False
CIFAR100,resnet18,non-iid,FangAttack,FLDetector,FedAvg,200,60,0.05,0.2,1,43,1,161,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_FLDetector_200_60_0.05_FedAvg_adv0.2_seed43_alpha1_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_686.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_686.err,False
CIFAR100,resnet18,non-iid,FangAttack,FLDetector,FedAvg,200,60,0.05,0.3,0.1,42,0,140,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_FLDetector_200_60_0.05_FedAvg_adv0.3_seed42_alpha0.1_cfgFedAvg_CIFAR100_config_exp0.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_356.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_356.err,False
CIFAR100,resnet18,non-iid,FangAttack,FLDetector,FedAvg,200,60,0.05,0.3,0.5,42,0,146,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_FLDetector_200_60_0.05_FedAvg_adv0.3_seed42_alpha0.5_cfgFedAvg_CIFAR100_config_exp0.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_536.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_536.err,False
