dataset,model,iid,attack,defense,algo,epochs_cfg,num_clients,lr,adv,alpha,seed,expid,max_epoch,drop_reason,cause,cause_detail,segment_file,source_out,source_err,segment_has_training_finished
CIFAR100,resnet18,non-iid,FangAttack,FLDetector,FedAvg,200,60,0.05,0.3,1,42,0,119,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_FLDetector_200_60_0.05_FedAvg_adv0.3_seed42_alpha1_cfgFedAvg_CIFAR100_config_exp0.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_716.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_716.err,False
CIFAR100,resnet18,non-iid,FangAttack,FLTrust,FedAvg,200,60,0.05,0.2,0.1,44,2,38,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_FLTrust_200_60_0.05_FedAvg_adv0.2_seed44_alpha0.1_cfgFedAvg_CIFAR100_config_exp2.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_327.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_327.err,False
CIFAR100,resnet18,non-iid,FangAttack,FLTrust,FedAvg,200,60,0.05,0.2,0.5,44,2,99,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_FLTrust_200_60_0.05_FedAvg_adv0.2_seed44_alpha0.5_cfgFedAvg_CIFAR100_config_exp2.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_507.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_507.err,False
CIFAR100,resnet18,non-iid,FangAttack,FLTrust,FedAvg,200,60,0.05,0.2,1,44,2,85,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_FLTrust_200_60_0.05_FedAvg_adv0.2_seed44_alpha1_cfgFedAvg_CIFAR100_config_exp2.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_687.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_687.err,False
CIFAR100,resnet18,non-iid,FangAttack,FLTrust,FedAvg,200,60,0.05,0.3,0.1,42,0,157,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_FLTrust_200_60_0.05_FedAvg_adv0.3_seed42_alpha0.1_cfgFedAvg_CIFAR100_config_exp0.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_357.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_357.err,False
CIFAR100,resnet18,non-iid,FangAttack,FLTrust,FedAvg,200,60,0.05,0.3,0.5,42,0,149,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_FLTrust_200_60_0.05_FedAvg_adv0.3_seed42_alpha0.5_cfgFedAvg_CIFAR100_config_exp0.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_537.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_537.err,False
CIFAR100,resnet18,non-iid,FangAttack,FLTrust,FedAvg,200,60,0.05,0.3,1,42,0,186,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_FLTrust_200_60_0.05_FedAvg_adv0.3_seed42_alpha1_cfgFedAvg_CIFAR100_config_exp0.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_717.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_717.err,False
CIFAR100,resnet18,non-iid,FangAttack,Mean,FedAvg,200,60,0.05,0.2,0.1,44,2,6,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_Mean_200_60_0.05_FedAvg_adv0.2_seed44_alpha0.1_cfgFedAvg_CIFAR100_config_exp2.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_324.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_324.err,False
CIFAR100,resnet18,non-iid,FangAttack,Mean,FedAvg,200,60,0.05,0.2,0.5,43,1,192,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_Mean_200_60_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_504.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_504.err,False
CIFAR100,resnet18,non-iid,FangAttack,Mean,FedAvg,200,60,0.05,0.2,1,43,1,175,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_Mean_200_60_0.05_FedAvg_adv0.2_seed43_alpha1_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_684.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_684.err,False
CIFAR100,resnet18,non-iid,FangAttack,Mean,FedAvg,200,60,0.05,0.3,0.1,42,0,153,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_Mean_200_60_0.05_FedAvg_adv0.3_seed42_alpha0.1_cfgFedAvg_CIFAR100_config_exp0.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_354.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_354.err,False
CIFAR100,resnet18,non-iid,FangAttack,Mean,FedAvg,200,60,0.05,0.3,0.5,42,0,122,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_Mean_200_60_0.05_FedAvg_adv0.3_seed42_alpha0.5_cfgFedAvg_CIFAR100_config_exp0.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_534.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_534.err,False
CIFAR100,resnet18,non-iid,FangAttack,Mean,FedAvg,200,60,0.05,0.3,1,42,0,137,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_Mean_200_60_0.05_FedAvg_adv0.3_seed42_alpha1_cfgFedAvg_CIFAR100_config_exp0.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_714.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_714.err,False
CIFAR100,resnet18,non-iid,FangAttack,MultiKrum,FedAvg,200,60,0.05,0.2,0.1,43,1,148,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_MultiKrum_200_60_0.05_FedAvg_adv0.2_seed43_alpha0.1_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_328.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_328.err,False
CIFAR100,resnet18,non-iid,FangAttack,MultiKrum,FedAvg,200,60,0.05,0.2,0.5,43,1,130,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_MultiKrum_200_60_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_508.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_508.err,False
CIFAR100,resnet18,non-iid,FangAttack,MultiKrum,FedAvg,200,60,0.05,0.2,1,43,1,129,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_MultiKrum_200_60_0.05_FedAvg_adv0.2_seed43_alpha1_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_688.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_688.err,False
CIFAR100,resnet18,non-iid,FangAttack,MultiKrum,FedAvg,200,60,0.05,0.3,0.1,42,0,132,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_MultiKrum_200_60_0.05_FedAvg_adv0.3_seed42_alpha0.1_cfgFedAvg_CIFAR100_config_exp0.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_358.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_358.err,False
CIFAR100,resnet18,non-iid,FangAttack,MultiKrum,FedAvg,200,60,0.05,0.3,0.5,42,0,121,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_MultiKrum_200_60_0.05_FedAvg_adv0.3_seed42_alpha0.5_cfgFedAvg_CIFAR100_config_exp0.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_538.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_538.err,False
CIFAR100,resnet18,non-iid,FangAttack,MultiKrum,FedAvg,200,60,0.05,0.3,1,42,0,112,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_MultiKrum_200_60_0.05_FedAvg_adv0.3_seed42_alpha1_cfgFedAvg_CIFAR100_config_exp0.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_718.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_718.err,False
CIFAR100,resnet18,non-iid,FangAttack,NormClipping,FedAvg,200,60,0.05,0.2,0.1,44,2,53,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_NormClipping_200_60_0.05_FedAvg_adv0.2_seed44_alpha0.1_cfgFedAvg_CIFAR100_config_exp2.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_329.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_329.err,False
CIFAR100,resnet18,non-iid,FangAttack,NormClipping,FedAvg,200,60,0.05,0.2,0.5,43,1,176,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_NormClipping_200_60_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_509.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_509.err,False
CIFAR100,resnet18,non-iid,FangAttack,NormClipping,FedAvg,200,60,0.05,0.2,1,43,1,153,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_NormClipping_200_60_0.05_FedAvg_adv0.2_seed43_alpha1_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_689.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_689.err,False
CIFAR100,resnet18,non-iid,FangAttack,NormClipping,FedAvg,200,60,0.05,0.3,0.1,42,0,169,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_NormClipping_200_60_0.05_FedAvg_adv0.3_seed42_alpha0.1_cfgFedAvg_CIFAR100_config_exp0.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_359.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_359.err,False
CIFAR100,resnet18,non-iid,FangAttack,NormClipping,FedAvg,200,60,0.05,0.3,0.5,42,0,154,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_NormClipping_200_60_0.05_FedAvg_adv0.3_seed42_alpha0.5_cfgFedAvg_CIFAR100_config_exp0.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_539.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_539.err,False
CIFAR100,resnet18,non-iid,FangAttack,NormClipping,FedAvg,200,60,0.05,0.3,1,42,0,152,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_NormClipping_200_60_0.05_FedAvg_adv0.3_seed42_alpha1_cfgFedAvg_CIFAR100_config_exp0.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_719.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_719.err,False
CIFAR100,resnet18,non-iid,FangAttack,TriGuardFL,FedAvg,200,60,0.05,0.2,0.1,43,1,176,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_TriGuardFL_200_60_0.05_FedAvg_adv0.2_seed43_alpha0.1_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_325.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_325.err,False
CIFAR100,resnet18,non-iid,FangAttack,TriGuardFL,FedAvg,200,60,0.05,0.2,0.5,43,1,142,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_TriGuardFL_200_60_0.05_FedAvg_adv0.2_seed43_alpha0.5_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_505.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_505.err,False
CIFAR100,resnet18,non-iid,FangAttack,TriGuardFL,FedAvg,200,60,0.05,0.2,1,43,1,115,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_TriGuardFL_200_60_0.05_FedAvg_adv0.2_seed43_alpha1_cfgFedAvg_CIFAR100_config_exp1.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_685.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_685.err,False
CIFAR100,resnet18,non-iid,FangAttack,TriGuardFL,FedAvg,200,60,0.05,0.3,0.1,42,0,112,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_TriGuardFL_200_60_0.05_FedAvg_adv0.3_seed42_alpha0.1_cfgFedAvg_CIFAR100_config_exp0.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_355.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_355.err,False
CIFAR100,resnet18,non-iid,FangAttack,TriGuardFL,FedAvg,200,60,0.05,0.3,0.5,42,0,124,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_TriGuardFL_200_60_0.05_FedAvg_adv0.3_seed42_alpha0.5_cfgFedAvg_CIFAR100_config_exp0.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_535.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_535.err,False
CIFAR100,resnet18,non-iid,FangAttack,TriGuardFL,FedAvg,200,60,0.05,0.3,1,42,0,113,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_FangAttack_TriGuardFL_200_60_0.05_FedAvg_adv0.3_seed42_alpha1_cfgFedAvg_CIFAR100_config_exp0.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_715.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_715.err,False
CIFAR100,resnet18,non-iid,MinMax,FLDetector,FedAvg,200,60,0.05,0.1,1,46,4,69,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_FLDetector_200_60_0.05_FedAvg_adv0.1_seed46_alpha1_cfgFedAvg_CIFAR100_config_exp4.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_638.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_638.err,False
CIFAR100,resnet18,non-iid,MinMax,MultiKrum,FedAvg,200,60,0.05,0.1,0.5,46,4,197,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_MultiKrum_200_60_0.05_FedAvg_adv0.1_seed46_alpha0.5_cfgFedAvg_CIFAR100_config_exp4.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_460.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_460.err,False
CIFAR100,resnet18,non-iid,MinMax,MultiKrum,FedAvg,200,60,0.05,0.1,1,46,4,142,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_MultiKrum_200_60_0.05_FedAvg_adv0.1_seed46_alpha1_cfgFedAvg_CIFAR100_config_exp4.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_640.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_640.err,False
CIFAR100,resnet18,non-iid,MinMax,NormClipping,FedAvg,200,60,0.05,0.2,1,45,3,133,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinMax_NormClipping_200_60_0.05_FedAvg_adv0.2_seed45_alpha1_cfgFedAvg_CIFAR100_config_exp3.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_671.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_671.err,False
CIFAR100,resnet18,non-iid,MinSum,FLDetector,FedAvg,200,60,0.05,0.1,1,46,4,133,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_FLDetector_200_60_0.05_FedAvg_adv0.1_seed46_alpha1_cfgFedAvg_CIFAR100_config_exp4.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_644.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_644.err,False
CIFAR100,resnet18,non-iid,MinSum,MultiKrum,FedAvg,200,60,0.05,0.1,1,46,4,166,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_MultiKrum_200_60_0.05_FedAvg_adv0.1_seed46_alpha1_cfgFedAvg_CIFAR100_config_exp4.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_646.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_646.err,False
CIFAR100,resnet18,non-iid,MinSum,NormClipping,FedAvg,200,60,0.05,0.1,0.5,46,4,196,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_NormClipping_200_60_0.05_FedAvg_adv0.1_seed46_alpha0.5_cfgFedAvg_CIFAR100_config_exp4.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_467.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_467.err,False
CIFAR100,resnet18,non-iid,MinSum,NormClipping,FedAvg,200,60,0.05,0.1,1,46,4,187,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_NormClipping_200_60_0.05_FedAvg_adv0.1_seed46_alpha1_cfgFedAvg_CIFAR100_config_exp4.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_647.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_647.err,False
CIFAR100,resnet18,non-iid,MinSum,NormClipping,FedAvg,200,60,0.05,0.2,0.1,46,4,173,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_NormClipping_200_60_0.05_FedAvg_adv0.2_seed46_alpha0.1_cfgFedAvg_CIFAR100_config_exp4.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_317.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_317.err,False
CIFAR100,resnet18,non-iid,MinSum,NormClipping,FedAvg,200,60,0.05,0.3,0.1,45,3,71,max_epoch_lt_target,bus_error,bus error,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_NormClipping_200_60_0.05_FedAvg_adv0.3_seed45_alpha0.1_cfgFedAvg_CIFAR100_config_exp3.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_347.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_347.err,False
CIFAR100,resnet18,non-iid,MinSum,TriGuardFL,FedAvg,200,60,0.05,0.1,1,46,4,144,max_epoch_lt_target,time_limit,slurm time limit,/home/fengye/scratch/FL_Poison/logs_from_slurm_split_20260312/FedAvg/CIFAR100_resnet18/non-iid/CIFAR100_resnet18_non-iid_MinSum_TriGuardFL_200_60_0.05_FedAvg_adv0.1_seed46_alpha1_cfgFedAvg_CIFAR100_config_exp4.txt,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_643.out,/home/fengye/slurm/compute_canada_flpoison_CIFAR100.sh_25241134_643.err,False
